name,url,cuisine,avgRating,priceRange,latitude,longitude,postalCode,streetAddress,addressLocality,addressRegion,addressString
Thai Delight,https://www.ubereats.com/gb/store/thai-delight/5jz70EaYRiupa1Vp_9HsWA,"['Asian', 'Thai', 'Noodles']",4.3,€€,51.41480390211173,-0.055239488635682156,SE20 8JB,"158 Maple Road, Penge",LONDON,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'LONDON', 'addressRegion': 'EMEA', 'postalCode': 'SE20 8JB', 'addressCountry': 'GB', 'streetAddress': '158 Maple Road, Penge'}"
S&S Taste of Korea (Maida Vale),https://www.ubereats.com/gb/store/s%26s-taste-of-korea-maida-vale/HL0aMHueVpq3UEYFSCw4Xg,"['Korean', 'Asian', 'Asian-owned', 'Chicken']",4.3,€€,51.52376,-0.19743,W9 2AH,5 Chippenham Road,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'W9 2AH', 'addressCountry': 'GB', 'streetAddress': '5 Chippenham Road'}"
Chapandaz Restaurant,https://www.ubereats.com/gb/store/chapandaz-restaurant/ovUl1qnAUlyWGgBnCUzYPQ,"['Halal', 'Afghan', 'Persian', 'Chicken']",3.8,€€€,51.53331,0.05522,E6 2JT,399 Barking Rd,East Ham,London,"{'@type': 'PostalAddress', 'addressLocality': 'East Ham', 'addressRegion': 'London', 'postalCode': 'E6 2JT', 'addressCountry': 'GB', 'streetAddress': '399 Barking Rd'}"
Caffe Nero (Haymarket),https://www.ubereats.com/gb/store/caffe-nero-haymarket/H0YHWgNgQ7y6mhwBLxUiBQ,"['Coffee & tea', 'Sandwich', 'Pastry', 'Breakfast and brunch', 'Cafe']",,€,51.5093847,-0.1325643,SW1Y 4,"Haymarket ,27 Haymarket",London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'SW1Y 4', 'addressCountry': 'GB', 'streetAddress': 'Haymarket ,27 Haymarket'}"
Sushi London,https://www.ubereats.com/gb/store/sushi-london/X6inFufPXZCZPxG0cdkFiQ,"['Japanese', 'Seafood', 'Sushi', 'Asian']",2.8,€€€,51.53333,-0.21828,NW10 3ND,59 Chamberlayne Road,London,London,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'London', 'postalCode': 'NW10 3ND', 'addressCountry': 'GB', 'streetAddress': '59 Chamberlayne Road'}"
Jamuna Indian Takeaway,https://www.ubereats.com/gb/store/jamuna-indian-takeaway/f20llQ6BUeKu4bCYsxzCRA,"['Asian', 'Indian curry', 'Persian', 'Vegetarian friendly', 'Drinks', 'Chicken', 'Indian', 'Rice & Curry', 'Rice dishes', 'Vegetarian', 'Seafood']",,€,51.59951,0.0201,E18 2PB,249 High Road,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'E18 2PB', 'addressCountry': 'GB', 'streetAddress': '249 High Road'}"
Vegan at Hungry Beast,https://www.ubereats.com/gb/store/vegan-at-hungry-beast/P3CSqukgTY6hIS8NUg6VkA,"['Vegan', 'Vegetarian', 'Coffee & tea', 'Salads', 'Desserts', 'Vegan friendly', 'Vegetarian friendly', 'Comfort food', 'Allergy friendly', 'Spanish', 'Breakfast and brunch', 'Diner']",,€€,51.5301,-0.07791,,,,,
Mac Junkies,https://www.ubereats.com/gb/store/mac-junkies/ypx7EE-LWpulJdhdDfNwAQ,"['American', 'Macaroni cheese', 'Vegetarian', 'Vegan friendly']",4.6,,51.40869,-0.12066,SW16 4RW,"Unit 4-5
Norbury Trading Estate
Craignish Avenue",London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SW16 4RW', 'addressCountry': 'GB', 'streetAddress': 'Unit 4-5\r\nNorbury Trading Estate\r\nCraignish Avenue'}"
Tupi - Peckham,https://www.ubereats.com/gb/store/tupi-peckham/L3EQcjbGSomIli11hInYlA,"['Pure veg', 'Healthy', 'Vegan', 'Vegan friendly']",,€€,51.46678,-0.0660001,SE15 4,206 Rye Lane,London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'SE15 4', 'addressCountry': 'GB', 'streetAddress': '206 Rye Lane'}"
The Beach Hut,https://www.ubereats.com/gb/store/the-beach-hut/6lm8OYlfSNaSEam-LKeBXA,"['Seafood', 'Fish & chips', 'British', 'Vegetarian', 'Vegan friendly']",4.5,€€,51.554140813111474,-0.09814989684329992,N5 2AA,28A Highbury Park,LONDON,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'LONDON', 'addressRegion': 'EMEA', 'postalCode': 'N5 2AA', 'addressCountry': 'GB', 'streetAddress': '28A Highbury Park'}"
Floatin Buka,https://www.ubereats.com/gb/store/floatin-buka/YTxiVJGgUoWzsl5ThCxzpQ,"['Nigerian', 'African', 'West African', 'Chicken', 'Fish & Seafood', 'Rice & Curry']",4.6,€€,51.44369,-0.018,SE6 2JH,38 Sangley Rd,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SE6 2JH', 'addressCountry': 'GB', 'streetAddress': '38 Sangley Rd'}"
Amorino Gelato (Soho),https://www.ubereats.com/gb/store/amorino-gelato-soho/W4UlHGcJQzqhxqmEzNjSRA,"['Ice cream & frozen yogurt', 'Desserts']",,€,51.5127178,-0.1320524,,,,,
Simply Indian,https://www.ubereats.com/gb/store/simply-indian/xzfndaezTmKiBi9mcV0H4g,['Indian'],3.5,€,51.5005654,-0.0915239,SE1 4LA,SE1 4LA,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'SE1 4LA', 'addressCountry': 'GB', 'streetAddress': 'SE1 4LA'}"
Gelateria 3Bis (Borough Market),https://www.ubereats.com/gb/store/gelateria-3bis-borough-market/2eOdKbzWQFiR8BCP966BFg,"['Ice Cream & Frozen Yogurt', 'Desserts', 'Italian']",,€,51.505463,-0.09163,SE1 9AB,"Borough Market, 4 Park Street",London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SE1 9AB', 'addressCountry': 'GB', 'streetAddress': 'Borough Market, 4 Park Street'}"
Durbar Tandoori Restaurant,https://www.ubereats.com/gb/store/durbar-tandoori-restaurant/ofEHgfZ1SOaRb4o3pyW88w,"['Indian', 'Vegetarian friendly', 'Comfort food', 'Indian curry', 'Halal']",4.4,€€,51.5148271,-0.1937204,W2 4AA,24 Hereford Rd,London,Greater London,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'Greater London', 'postalCode': 'W2 4AA', 'addressCountry': 'GB', 'streetAddress': '24 Hereford Rd'}"
Fes Restaurant ,https://www.ubereats.com/gb/store/fes-restaurant/GUYM0tC1WRKJWeV7laZzbw,"['BBQ', 'Burgers', 'Turkish']",4.4,,51.48918,-0.0965,SE17 1JE,210 Walworth Road,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SE17 1JE', 'addressCountry': 'GB', 'streetAddress': '210 Walworth Road'}"
My Wok Box-,https://www.ubereats.com/gb/store/my-wok-box/o8Vvcn_4VKyQdFRaI1-XGQ,"['Halal', 'Salads', 'Sandwiches', 'Malaysian', 'Asian']",4.2,,51.54706,-0.2049,NW2 3UH,"4 Exeter Parade, Exeter Road",London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'NW2 3UH', 'addressCountry': 'GB', 'streetAddress': '4 Exeter Parade, Exeter Road'}"
PFC (Papadom Fried Chicken),https://www.ubereats.com/gb/store/pfc-papadom-fried-chicken/8y7-i6RsS-ud9vKm1on5mw,"['American', 'Fast food']",,€,51.4776939,-0.1015649,SE5,219 Camberwell New Rd,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'SE5', 'addressCountry': 'GB', 'streetAddress': '219 Camberwell New Rd'}"
Elena's Kebab Shop,https://www.ubereats.com/gb/store/elenas-kebab-shop/TJxzYZEDR7yIqgnm-WsQ-A,"['European', 'Modern European', 'Turkish', 'Middle Eastern', 'Lebanese', 'British', 'English', 'Traditional American']",4.6,,51.61795,-0.0511,N18 2,175 Montagu Road,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'N18 2', 'addressCountry': 'GB', 'streetAddress': '175 Montagu Road'}"
Uzbek Corner,https://www.ubereats.com/gb/store/uzbek-corner/kUITTjnFTrmXFYjd_D2Lyg,"['Soup', 'Vegetarian friendly', 'Coffee', 'Tea', 'Russian', 'Uzbek']",,,51.51113495067892,-0.18745958805084229,,,,,
Honeypot Restaurant & Bar,https://www.ubereats.com/gb/store/honeypot-restaurant-%26-bar/i1k3ityPXPeE8P_T9wu4gw,"['African', 'Chicken', 'Rice dishes']",4.2,,51.42487,-0.00468,BR1 4PP,442,Bromley,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'Bromley', 'addressRegion': 'EMEA', 'postalCode': 'BR1 4PP', 'addressCountry': 'GB', 'streetAddress': '442'}"
El Mariachi Restaurant,https://www.ubereats.com/gb/store/el-mariachi-restaurant/0_Isyl8hS32Nb1uq1TUYPA,"['Mexican', 'New Mexican', 'Spanish', 'Latin American']",4.8,€,51.1929097,0.2709899,TN9 1TN,22 Avebury Ave,TONBRIDGE,,"{'@type': 'PostalAddress', 'addressLocality': 'TONBRIDGE', 'addressRegion': '', 'postalCode': 'TN9 1TN', 'addressCountry': 'GB', 'streetAddress': '22 Avebury Ave'}"
Brazilian Prime,https://www.ubereats.com/gb/store/brazilian-prime/Lfic2ao4UoyFAEL2lULZgQ,['Brazilian'],,€,51.53699777633305,-0.24862961126389196,NW10 4LX,26 High Street,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'NW10 4LX', 'addressCountry': 'GB', 'streetAddress': '26 High Street'}"
Tandis Persian Restaurant,https://www.ubereats.com/gb/store/tandis-persian-restaurant/kxXnk4W4TKGSxCk3nRkpaw,"['Persian', 'Middle Eastern', 'Halal']",,€,51.54936,-0.18188,NW3 6ND,289 Finchley Road,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'NW3 6ND', 'addressCountry': 'GB', 'streetAddress': '289 Finchley Road'}"
Pelican State,https://www.ubereats.com/gb/store/pelican-state/BEr5e0yYQ8m25H8r8s4ilQ,"['Seafood', 'American', 'Southern']",3.3,,51.524817278201226,-0.12270674713965285,,,,,
Jerry’s Desserts,https://www.ubereats.com/gb/store/jerrys-desserts/RMRMZRJjXhmHzSD46d-Xng,"['European', 'Modern European', 'Sandwiches']",3.7,,51.39955536203365,-0.0746905423172426,SE25 6,26a High Street,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SE25 6', 'addressCountry': 'GB', 'streetAddress': '26a High Street'}"
Pizza GoGo (Bayswater),https://www.ubereats.com/gb/store/pizza-gogo-bayswater/iSyGv5eTS0yGBV4CyQbxhg,"['Pizza', 'Fast food']",4.3,€,51.51706,-0.18844,W2 5HX,218 Queensway,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'W2 5HX', 'addressCountry': 'GB', 'streetAddress': '218 Queensway'}"
Pizza Halal and Fish & Chips,https://www.ubereats.com/gb/store/pizza-halal-and-fish-%26-chips/YFabYfg1U42k8W98LUo9YA,"['Fish dishes', 'and', 'Chips', 'American', 'Pizza', 'Fast food']",3.7,,51.44599,-0.40008,TW13 5DL,230 Uxbridge Rd,Feltham,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'Feltham', 'addressRegion': 'EMEA', 'postalCode': 'TW13 5DL', 'addressCountry': 'GB', 'streetAddress': '230 Uxbridge Rd'}"
Friendz Corner,https://www.ubereats.com/gb/store/friendz-corner/ZI9kg3AyXeuq_USH44_4Uw,"['Ice cream & frozen yogurt', 'Ice Cream & Frozen Yogurt', 'Tea & Coffee', 'Halal', 'Affordable meals', 'Indian', 'Vegetarian', 'Chicken', 'Desserts', 'Coffee & tea', 'Salads', 'Family Meals', 'Asian', 'Burgers', 'Drinks', 'Sandwiches', 'Kid friendly', 'Chicken', 'Aus Burger', 'Burgers', 'Children', 'Family friendly', 'Wings', 'Pizza', 'Salads', 'Sandwich', 'Pasta', 'Desserts']",,,51.592448798480206,-0.10565557593820019,N22 6BX,56 High Road,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'N22 6BX', 'addressCountry': 'GB', 'streetAddress': '56 High Road'}"
Madeira Star,https://www.ubereats.com/gb/store/madeira-star/RUXmNMKJRK-9dUZNnQ5tqQ,"['British', 'Breakfast and brunch', 'Portuguese', 'Sandwiches', 'Burgers', 'Bagels', 'Drinks', 'Allergy friendly']",4.4,€,51.48736,-0.11102,SE11 4,337 - 341 Kennington Road,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SE11 4', 'addressCountry': 'GB', 'streetAddress': '337 - 341 Kennington Road'}"
Joyce's Jerk Joint,https://www.ubereats.com/gb/store/joyces-jerk-joint/zrirPkC7QQqY7qIXFn00HQ,"['Caribbean', 'Seafood', 'Latin American']",4.2,€€,51.515365991816864,-0.13556439905537465,W1F 8,189 Wardour Street,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'W1F 8', 'addressCountry': 'GB', 'streetAddress': '189 Wardour Street'}"
King’s Pizza,https://www.ubereats.com/gb/store/kings-pizza/s1EoudTNXm-ZAOpB1zCzGg,"['Pizza', 'Indonesian', 'Italian', 'Halal', 'American']",4.8,,51.53911,-0.11649,N1 1BA,280 Caledonian Rd,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'N1 1BA', 'addressCountry': 'GB', 'streetAddress': '280 Caledonian Rd'}"
Brasa Bar & Grill,https://www.ubereats.com/gb/store/brasa-bar-%26-grill/A0f-m2F0QoyxtP_7U0bmjA,"['Thai', 'Latin American', 'Fish & Seafood', 'Mediterranean']",,,51.46183612308811,0.11363716371165289,Da16 1tr,1-3,Welling,England,"{'@type': 'PostalAddress', 'addressLocality': 'Welling', 'addressRegion': 'England', 'postalCode': 'Da16 1tr', 'addressCountry': 'GB', 'streetAddress': '1-3'}"
Bronson's Burgers - Vauxhall,https://www.ubereats.com/gb/store/bronsons-burgers-vauxhall/nCOBj9EFXQ6VjNckwC1KuA,"['Burgers', 'American', 'Sandwiches', 'Fast food', 'Family friendly', 'Group Friendly', 'Halal', 'Family Meals', 'Family friendly', 'Exclusive to Uber Eats']",4.7,€,51.49004,-0.12163,,,,,
INDIAN OCEAN,https://www.ubereats.com/gb/store/indian-ocean/nW7gc8TRWoSQGwvT6wOfqQ,"['Asian', 'Indian curry', 'Bangladeshi']",3.9,,51.608338941034205,-0.025164246558757923,E4 8YJ,16 Burnside Avenue,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'E4 8YJ', 'addressCountry': 'GB', 'streetAddress': '16 Burnside Avenue'}"
Golborne Fisheries,https://www.ubereats.com/gb/store/golborne-fisheries/Cech1aaDXiO15qs5mqoW8A,"['Specialty', 'Seafood', 'Healthy', 'Family friendly', 'Group Friendly', 'Grocery', 'Specialty Foods']",4.4,€,51.52193,-0.20818,W10 5NP,75-77 Golborne Rd,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'W10 5NP', 'addressCountry': 'GB', 'streetAddress': '75-77 Golborne Rd'}"
KOOX - Organic Juices,https://www.ubereats.com/gb/store/koox-organic-juices/svvSnjKwS1CiPTUUgHc_0w,"['Healthy', 'Vegetarian', 'Juice & Smoothies', 'Vegan friendly', 'Healthy', 'Vegan']",4.8,€€,51.51324,-0.1368,W1F 9QN,"Central Food & Wine
43 Broadwick Street",London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'W1F 9QN', 'addressCountry': 'GB', 'streetAddress': 'Central Food & Wine\r\n43 Broadwick Street'}"
The Whale Tea London - Greenwich,https://www.ubereats.com/gb/store/the-whale-tea-london-greenwich/b5Tg-8gxW2qCyAw16DR-IA,"['Bubble tea', 'Juice & Smoothies', 'Coffee & tea', 'Desserts', 'Chinese']",4.9,€,51.48167,-0.01033,SE10 9BL,47 Greenwich Church Street,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SE10 9BL', 'addressCountry': 'GB', 'streetAddress': '47 Greenwich Church Street'}"
Cigkoftem,https://www.ubereats.com/gb/store/cigkoftem/YN54XbqeUSqYr3xOEayDyQ,"['European', 'Turkish', 'Tacos', 'Desserts', 'Vegan']",4.5,€,51.669905638330206,-0.04124722349162805,EN3 5TA,"608 Hertford Road, Shop",Enfield,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'Enfield', 'addressRegion': 'EMEA', 'postalCode': 'EN3 5TA', 'addressCountry': 'GB', 'streetAddress': '608 Hertford Road, Shop'}"
Tapelia Ealing,https://www.ubereats.com/gb/store/tapelia-ealing/HT9EIf3RVMiByAs-0tLXyg,"['Spanish', 'Seafood', 'Mediterranean', 'Allergy friendly']",,,51.5032,-0.31744,W13 9RT,92 Northfield Avenue,London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'W13 9RT', 'addressCountry': 'GB', 'streetAddress': '92 Northfield Avenue'}"
Shahi Spice,https://www.ubereats.com/gb/store/shahi-spice/8-18GuHUUIm67qFdFjpwiA,"['Indian', 'Indian curry', 'Bangladeshi', 'Vegetarian friendly']",,€,51.47322,0.14131,,,,,
Jollof Zone,https://www.ubereats.com/gb/store/jollof-zone/PX7Ti2BXS3yFK7oUStpagA,"['African', 'Comfort food', 'Family Meals', 'Family friendly', 'Chicken', 'Drinks']",,€€,51.61530382402358,-0.2755357850786357,HA8 7,240 Station Road,Edgware,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'Edgware', 'addressRegion': 'EMEA', 'postalCode': 'HA8 7', 'addressCountry': 'GB', 'streetAddress': '240 Station Road'}"
Chicking(Edgware Road),https://www.ubereats.com/gb/store/chickingedgware-road/2nuHVKevTmKmFS2eeYB9KA,"['Chicken', 'Comfort food', 'Fast food']",4.1,€,51.5215429,-0.1720366,W2 1EB,W2 1EB,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'W2 1EB', 'addressCountry': 'GB', 'streetAddress': 'W2 1EB'}"
Purcha,https://www.ubereats.com/gb/store/purcha/K3wDoP8jXGGfBIVe96zDWA,"['Bubble tea', 'Asian', 'Drinks']",,€,51.51334,-0.11786,WC2B 6XF,9 Kingsway,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'WC2B 6XF', 'addressCountry': 'GB', 'streetAddress': '9 Kingsway'}"
Wynford Supermarket,https://www.ubereats.com/gb/store/wynford-supermarket/IOcG75xeT26FYvfScY5oMA,"['Conveniência', 'Off-licences', 'Comfort Food', 'Alcohol', 'chocolatier', 'Drinks', 'Sweets', 'Drinks', 'Sweets']",,€€,51.534322887609044,-0.11697540464035248,,,,,
Dezeo's Desserts,https://www.ubereats.com/gb/store/dezeos-desserts/oqgfVvldUiCqs_VTW-ARFA,"['Comfort', 'Food']",3.9,€€,51.55108,-0.10994,N7 8DD,154 Holloway Road,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'N7 8DD', 'addressCountry': 'GB', 'streetAddress': '154 Holloway Road'}"
White Eagle,https://www.ubereats.com/gb/store/white-eagle/O3or3ZSPS_eexGJ3eO2syA,"['Polish', 'European', 'Comfort food']",,€,51.44387,0.33603,DA11 9,29a The Hill,Gravesend,United Kingdom,"{'@type': 'PostalAddress', 'addressLocality': 'Gravesend', 'addressRegion': 'United Kingdom', 'postalCode': 'DA11 9', 'addressCountry': 'GB', 'streetAddress': '29a The Hill'}"
STACKS - Burgers (Burleigh House),https://www.ubereats.com/gb/store/stacks-burgers-burleigh-house/Og8tfMOYSvCq_WJuelnqkA,"['Burgers', 'Chicken', 'American']",,€,51.51111,-0.12007745,,,,,
Hanwoo Village,https://www.ubereats.com/gb/store/hanwoo-village/HUwOfzeNRFCxBy27cUxWuA,"['Vegetarian', 'BBQ', 'Korean', 'Asian', 'Chicken', 'Seafood']",4.8,€,51.53665,-0.10409,N1 0NX,18 St Alban's Place,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'N1 0NX', 'addressCountry': 'GB', 'streetAddress': ""18 St Alban's Place""}"
Isot Restaurant - Radlett,https://www.ubereats.com/gb/store/isot-restaurant-radlett/wKkxlxNjULitRTr6q2QGEg,"['Kebab', 'Mediterranean', 'Greek']",,€€,51.68377888078859,-0.31707829335062787,WD7 7LA,281 Watling Street,Radlett,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'Radlett', 'addressRegion': 'EMEA', 'postalCode': 'WD7 7LA', 'addressCountry': 'GB', 'streetAddress': '281 Watling Street'}"
The Fitness Chef,https://www.ubereats.com/gb/store/the-fitness-chef/4jxDA0dOQCSQVcxpAwD5-w,"['Healthy', 'Chicken', 'Seafood', 'Breakfast and brunch', 'Allergy friendly']",4.3,€,51.5120286,-0.082878,EC3M 7,"13 Cullum St, Langbourn",London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'EC3M 7', 'addressCountry': 'GB', 'streetAddress': '13 Cullum St, Langbourn'}"
Benny's Diner,https://www.ubereats.com/gb/store/bennys-diner/-HI6pZBlU_yInvp8zKZzVg,"['Kosher', 'American', 'Burgers', 'Fast food']",,€€,51.62165,-0.27489,HA8 8,70 Mowbray Parade,Edgware,England,"{'@type': 'PostalAddress', 'addressLocality': 'Edgware', 'addressRegion': 'England', 'postalCode': 'HA8 8', 'addressCountry': 'GB', 'streetAddress': '70 Mowbray Parade'}"
Seafood Parlour,https://www.ubereats.com/gb/store/seafood-parlour/oGybSnfeQMqOhRhhOHJqAA,"['Seafood', 'Halal', 'Chicken', 'Allergy friendly']",4.3,€€€,51.47754,-0.06,SE15 2TY,7 Springall St,London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SE15 2TY', 'addressCountry': 'GB', 'streetAddress': '7 Springall St'}"
Blue Nile South,https://www.ubereats.com/gb/store/blue-nile-south/XYIt5Ue2QMK7A0-6coCKxQ,"['Seafood', 'Fish & chips']",,€€,51.47685,-0.06019263,SE15 2,"25 Meeting House Ln, Peckham",London,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'EMEA', 'postalCode': 'SE15 2', 'addressCountry': 'GB', 'streetAddress': '25 Meeting House Ln, Peckham'}"
Hanoi Ca Phe,https://www.ubereats.com/gb/store/hanoi-ca-phe/lzvNP1bjVge9yYZjIOt5RQ,"['Asian', 'Vietnamese', 'Vegan']",4.4,€,51.57106224541048,-0.037720355984513884,E10 7QE,"Unit J, Works, 7-9 Argall Ave",London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'E10 7QE', 'addressCountry': 'GB', 'streetAddress': 'Unit J, Works, 7-9 Argall Ave'}"
COYA RESTAURANT,https://www.ubereats.com/gb/store/coya-restaurant/1ayayv6wQkSbhWCB_5dG8w,"['South American', 'Alcohol', 'Burgers', 'Tacos', 'Allergy friendly']",,€€€,51.5043958,-0.1478446,W1J 7NW,118 Piccadilly,London,Greater London,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'Greater London', 'postalCode': 'W1J 7NW', 'addressCountry': 'GB', 'streetAddress': '118 Piccadilly'}"
Hampton Spice,https://www.ubereats.com/gb/store/hampton-spice/EayZO1bYScaFQhDpvN4G6Q,"['Indian', 'Indian curry', 'Asian', 'Rice & Curry']",4.3,€,51.4166488,-0.3702888,TW12 2,5 Station Approach,Hampton,,"{'@type': 'PostalAddress', 'addressLocality': 'Hampton', 'addressRegion': '', 'postalCode': 'TW12 2', 'addressCountry': 'GB', 'streetAddress': '5 Station Approach'}"
Smoketeers ,https://www.ubereats.com/gb/store/smoketeers/mxZHLHfjSqqJPf8werncRQ,"['Steakhouse', 'Steak', 'American', 'BBQ']",,€,51.54183122342637,-0.14388212483645413,NW1 8RP,"M187, Water Lane Side, Hawley Wharf, Level 1",London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'NW1 8RP', 'addressCountry': 'GB', 'streetAddress': 'M187, Water Lane Side, Hawley Wharf, Level 1'}"
Subway (Victoria Place Shopping Centre),https://www.ubereats.com/gb/store/subway-victoria-place-shopping-centre/JVw3dfIvTw-SeYZIFdRzNA,"['Sandwich', 'Breakfast and brunch', 'Salads', 'Healthy']",3.7,€,51.4944406,-0.1455902,SW1W 9,"Unit CY 11, Victoria Place Shopping Centre",London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'SW1W 9', 'addressCountry': 'GB', 'streetAddress': 'Unit CY 11, Victoria Place Shopping Centre'}"
K's Spice African Restaurant,https://www.ubereats.com/gb/store/ks-spice-african-restaurant/b9bXKo-nTYWD2ynQan2-3g,['African'],3.9,€,51.4802025,0.1787199,DA8 1,13 Pier Rd,Erith,England,"{'@type': 'PostalAddress', 'addressLocality': 'Erith', 'addressRegion': 'England', 'postalCode': 'DA8 1', 'addressCountry': 'GB', 'streetAddress': '13 Pier Rd'}"
Pret A Manger (Queensway Station),https://www.ubereats.com/gb/store/pret-a-manger-queensway-station/IyDRmweZTTWnQFN6Za8Axg,"['Cafe', 'Salads', 'Sandwich', 'Healthy', 'Bakery', 'Group Friendly']",4.1,€,51.510594,-0.187152,W2 4,7-9 Queensway,London,,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': '', 'postalCode': 'W2 4', 'addressCountry': 'GB', 'streetAddress': '7-9 Queensway'}"
Plaistow Halal Butchers ,https://www.ubereats.com/gb/store/plaistow-halal-butchers/4FUREFjASjKCNLwwcLWFwA,"['Chicken', 'Halal', 'Local Specialities', 'Specialty', 'Middle Eastern', 'Local Grocer', 'Pakistani', 'Everyday Essentials', 'Butcher', 'ButcherShop', 'Specialty Foods', 'Specialty Goods']",,,51.52985,0.02379,E13 0ad,105 High Street,London,England,"{'@type': 'PostalAddress', 'addressLocality': 'London', 'addressRegion': 'England', 'postalCode': 'E13 0ad', 'addressCountry': 'GB', 'streetAddress': '105 High Street'}"
Suya Spot,https://www.ubereats.com/gb/store/suya-spot/MgrgibMIWqC-7SgUJmZYTw,"['African', 'Ethiopian', 'Vegetarian']",4.1,,51.49047,0.07009,SE18 6AP,"13A Spray Street, Thamesmead West",london,EMEA,"{'@type': 'PostalAddress', 'addressLocality': 'london', 'addressRegion': 'EMEA', 'postalCode': 'SE18 6AP', 'addressCountry': 'GB', 'streetAddress': '13A Spray Street, Thamesmead West'}"
